Symbol,Name,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),*영업수익/영업비용(%),ROE(세전계속사업이익)(%),자본금지배주주순이익률(%),매출액증가율(전년동기)(%),총자본증가율(전년동기)(%),유형자산증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),유형자산구성비율(%),무형자산구성비율(%),*판관비율(%),타인자본비율(%),부채비율(%),현금및현금성자산구성비율(%),총자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),현금흐름/총부채(%),현금흐름/총차입부채(%),현금흐름/영업수익(%),현금흐름/총자본(%),유동비율(%),당좌비율(%),매출채권회전율,재고자산회전율,고정자산회전율,영업현금흐름/투자현금흐름(%),DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA,벤포드,분식기업
A207940,삼성바이오로직스,12,2012,Annual,,,,-251.46,-217.96,0.0,-24.17,-206.49,,221.38,247.66,적지,적지,49.84,8.0,,19.97,24.96,33.58,0.00,0.00,0.00,0.00,-83.85,-261.92,,-21.89,218.58,218.33,,0.0,0.0,0.7,,,2.94,,0.0,,0.87,0.0,0,1.0
A207940,삼성바이오로직스,12,2013,Annual,-321.76,-72.79,-334.55,-264.18,-254.09,23.01,-32.87,-232.91,,-12.33,32.86,적지,적지,57.8,20.55,261.76,38.77,63.32,15.98,0.07,0.24,0.10,0.79,-63.74,-139.96,-267.51,-27.33,77.22,67.68,2011.13,5.25,0.1,0.7,,,2.45,inf,0.01,0.0,1.94,-0.07,1,1.0
A207940,삼성바이오로직스,12,2014,Annual,-79.64,-13.24,-99.81,-130.46,-104.10,50.05,-15.80,-101.56,140.93,65.49,101.59,적지,적지,56.09,20.27,86.57,51.22,104.99,7.09,0.10,0.22,0.20,1.31,-11.71,-18.55,-52.7,-10.46,73.29,58.68,14.07,4.05,0.12,0.31,142.52,5.5,1.4,2.41,0.02,0.33,1.32,0.04,0,1.0
A207940,삼성바이오로직스,12,2015,Annual,2086.97,-25.75,-223.1,-169.93,"2,076.18",30.95,144.78,"1,589.60",-13.4,319.09,16.94,적지,흑전,14.94,0.24,197.35,53.45,114.81,0.58,0.02,0.05,0.05,0.76,100.32,333.42,2132.58,113.27,10.09,3.85,3.66,1.18,0.03,0.62,2.7,0.51,2.66,0.87,0.01,2.28,1.04,0.01,0,1.0
A207940,삼성바이오로직스,12,2016,Annual,-60.02,9.01,-10.33,-20.06,-152.28,90.64,-6.73,-116.62,222.77,47.12,22.54,적지,적전,14.48,0.19,19.33,45.81,84.53,3.06,0.04,0.09,0.09,1.94,-3.52,-15.20,-39.6,-3.40,59.01,52.38,5.81,2.08,0.05,0.05,0.59,-2.86,0.81,3.23,0.02,0.1,0.86,0.0,0,1.0
A207940,삼성바이오로직스,12,2017,Annual,-20.87,28.37,14.2,39.89,-70.12,116.55,-2.88,-58.62,57.7,-2.59,38.72,흑전,적지,21.07,0.26,14.17,44.64,80.64,4.99,0.06,0.14,0.12,2.81,-0.81,-3.89,-5.82,-0.67,27.15,17.97,10.93,2.48,0.07,0.56,0.18,0.32,1.06,1.58,0.01,0.73,0.97,-0.01,0,1.0
A207940,삼성바이오로직스,12,2018,Annual,41.83,27.09,10.39,33.66,183.16,111.6,7.45,135.49,15.32,4.5,13.51,-15.61,흑전,28.72,0.33,16.7,30.52,43.92,0.29,0.08,0.21,0.13,3.24,12.54,44.49,58.89,7.76,222.04,179.49,8.18,2.09,0.1,0.05,5.27,1.05,0.64,1.15,0.01,1.18,0.68,0.01,0,1.0
A207940,삼성바이오로직스,12,2019,Annual,28.92,27.37,13.08,55.46,93.97,115.04,3.65,122.67,30.94,4.79,-0.87,64.77,-9.46,28.8,0.37,14.29,26.34,35.76,2.12,0.12,0.41,0.16,4.24,19.86,44.00,47.86,7.89,196.42,130.89,12.47,1.86,0.16,0.03,0.0,0.99,1.07,1.31,0.01,0.86,0.86,0.01,0,0.0
A207940,삼성바이오로직스,12,2020,Annual,20.69,35.72,25.14,177.00,160.81,133.58,5.94,145.68,66.02,5.61,1.98,219.14,18.76,27.03,0.36,10.58,28.41,39.69,0.45,0.19,0.69,0.26,7.04,22.74,53.48,33.02,8.59,297.19,187.58,inf,2.12,0.25,-0.48,,0.77,0.95,1.66,0.01,0.74,1.08,0.01,0,0.0
A207940,삼성바이오로직스,12,2021,Annual,25.1,46.33,34.27,324.83,339.32,152.13,11.71,237.94,34.62,8.53,27.09,83.52,63.33,27.69,0.4,12.06,37.38,59.68,0.59,0.22,0.65,0.33,9.48,23.12,53.46,35.42,11.58,254.96,163.49,inf,1.89,0.32,-0.49,,0.77,0.81,1.35,0.01,1.14,1.32,0.01,0,0.0
A207940,삼성바이오로직스,12,2022,Annual,26.59,48.93,32.77,572.96,587.76,148.75,14.44,464.87,91.41,80.01,54.8,83.07,102.76,20.6,35.95,16.15,45.82,84.56,5.37,0.24,0.57,0.43,17.48,20.92,58.12,36.86,15.83,154.43,97.62,inf,1.77,0.39,-0.31,,0.95,1.1,1.91,0.0,1.34,1.23,0.0,0,0.0
A005380,현대차,12,2011,Annual,10.42,24.29,10.32,539.21,701.62,111.51,28.54,514.16,16.14,22.62,5.58,36.44,35.05,17.86,2.43,13.97,63.16,171.48,5.69,0.76,1.19,2.13,52.25,15.26,24.37,12.84,27.29,88.26,69.45,,,,-0.58,,,,,,,,0.04,0,0.0
A005380,현대차,12,2012,Annual,10.73,23.09,9.99,566.87,779.75,111.1,26.31,575.33,8.58,18.82,6.1,5.13,11.8,17.06,2.37,13.1,60.57,153.64,5.56,0.73,1.18,1.91,56.73,15.54,25.03,13.13,25.14,103.49,82.86,22.43,12.98,1.85,-0.74,0.88,1.05,0.99,1.09,0.0,0.94,0.96,0.03,0,0.0
A005380,현대차,12,2013,Annual,10.3,22.28,9.52,558.46,785.54,110.53,22.39,573.67,3.36,18.08,3.48,-1.48,-0.75,16.09,2.35,12.75,57.59,135.8,5.15,0.68,1.16,1.67,58.64,14.75,23.80,12.71,21.23,118.04,95.88,24.35,12.61,1.7,-0.18,0.91,1.04,1.01,1.03,0.0,0.97,0.95,0.05,0,0.0
A005380,현대차,12,2014,Annual,8.57,21.43,8.46,507.05,668.32,109.24,16.70,493.41,2.23,10.67,5.03,-9.21,-14.94,15.31,2.6,12.97,57.47,135.11,4.82,0.64,1.11,1.50,59.94,12.26,19.36,11.09,16.60,120.89,99.8,24.67,12.32,1.55,-0.34,1.05,1.04,1.0,1.02,0.0,1.02,1.0,0.04,0,0.0
A005380,현대차,12,2015,Annual,7.08,19.85,6.91,426.99,568.13,107.43,13.06,430.98,3.03,6.8,27.31,-15.79,-14.91,17.35,2.6,12.94,59.56,147.26,4.43,0.59,1.00,1.42,61.76,10.06,15.46,10.02,14.23,106.16,83.84,22.38,11.07,1.37,-0.15,1.16,1.08,1.01,1.03,0.0,1.0,1.04,0.03,0,0.0
A005380,현대차,12,2016,Annual,6.11,18.89,5.55,348.79,490.74,105.87,10.50,363.09,1.84,8.17,2.46,-18.31,-12.13,16.44,2.56,13.34,59.55,147.2,4.41,0.54,0.91,1.35,62.89,8.55,12.67,9.36,12.59,109.11,84.98,21.03,9.5,1.23,-0.16,0.98,1.05,1.01,1.02,0.0,1.03,1.0,0.02,0,0.0
A005380,현대차,12,2017,Annual,4.72,18.24,4.75,307.23,298.09,104.98,6.03,270.84,2.91,3.34,1.43,-11.92,-20.51,16.74,2.7,13.49,58.05,138.37,4.95,0.54,0.92,1.31,64.73,7.20,10.40,7.85,10.28,112.23,88.41,23.29,9.27,1.22,-0.83,0.84,1.04,0.98,1.03,0.0,1.01,0.97,0.0,0,0.0
A005380,현대차,12,2018,Annual,1.7,15.64,2.5,162.67,169.89,102.57,3.40,101.28,0.45,-1.15,2.41,-47.05,-63.82,16.91,2.72,13.14,59.1,144.47,5.04,0.54,0.92,1.30,65.02,5.01,7.25,5.44,7.09,95.36,73.68,26.05,9.22,1.23,-1.56,0.93,1.17,1.02,1.0,0.0,0.97,1.02,-0.01,0,0.0
A005380,현대차,12,2019,Annual,3.01,16.7,3.41,242.14,279.64,103.53,5.54,200.14,9.23,3.34,7.48,48.85,93.65,16.88,2.71,13.29,60.74,154.71,4.46,0.56,0.94,1.41,71.02,6.06,8.76,6.44,9.07,86.1,64.22,29.75,9.45,1.28,-0.07,0.89,0.94,1.04,1.09,0.0,1.01,1.03,0.02,0,0.0
A005380,현대차,12,2020,Annual,1.85,17.77,2.3,160.82,140.58,102.36,2.74,95.66,-1.65,-0.03,3.84,-33.58,-39.59,16.29,2.71,15.47,63.53,174.22,4.71,0.52,0.83,1.36,69.84,4.47,6.44,5.39,7.35,85.92,66.86,30.6,9.04,1.19,0.04,0.95,0.94,1.0,0.98,0.0,1.16,1.05,0.01,0,0.0
A005380,현대차,12,2021,Annual,4.84,18.65,5.68,448.55,534.56,106.02,10.01,331.93,13.09,8.22,4.26,178.91,195.81,15.19,2.5,12.97,64.69,183.17,5.47,0.53,0.83,1.48,78.99,6.68,9.46,8.08,11.95,82.99,64.86,36.57,10.24,1.25,0.23,0.85,0.95,1.05,1.13,0.0,0.84,1.02,0.03,0,0.0
A005380,현대차,12,2022,Annual,5.62,19.89,6.91,659.84,750.94,107.42,12.89,494.59,20.87,10.02,1.72,47.1,40.23,14.14,2.39,12.98,64.46,181.36,8.16,0.58,0.90,1.64,95.47,7.85,11.18,8.73,14.31,78.6,59.35,38.28,10.96,1.38,-8.83,1.12,0.94,1.02,1.21,0.0,1.0,1.0,-0.0,0,0.0
A000270,기아,12,2011,Annual,8.15,23.27,8.1,165.28,223.02,108.82,39.75,161.33,20.55,31.83,7.25,47.65,30.42,30.36,5.01,15.17,55.35,123.95,7.62,1.53,2.64,3.64,20.40,26.89,73.76,10.2,37.09,96.96,59.29,,,,-1.8,,,,,,,,-0.04,0,0.0
A000270,기아,12,2012,Annual,8.18,22.66,7.46,164.91,241.78,108.06,34.02,180.94,9.38,24.71,5.84,0.66,9.82,30.01,4.7,15.21,48.0,92.3,5.87,1.51,2.93,3.11,22.12,30.52,103.94,10.43,32.47,111.39,69.16,23.74,11.08,2.34,-1.53,0.76,1.03,1.08,1.09,0.01,1.0,0.87,-0.03,0,0.0
A000270,기아,12,2013,Annual,8.02,21.19,6.67,148.51,225.71,107.15,26.03,178.42,0.75,20.22,0.57,-9.8,-1.23,27.02,4.74,14.52,44.02,78.63,6.39,1.39,3.02,2.57,22.25,31.89,139.11,10.54,27.05,124.67,84.59,24.57,11.13,2.17,-1.36,1.14,1.07,1.0,1.01,0.01,0.95,0.92,-0.04,0,0.0
A000270,기아,12,2014,Annual,6.36,19.84,5.46,120.25,178.39,105.78,17.86,139.93,-1.05,11.01,3.45,-19.03,-21.57,24.64,4.6,14.38,45.22,82.55,6.04,1.22,2.73,2.20,22.01,25.12,107.73,9.2,20.27,139.09,88.31,20.97,9.05,2.0,-0.79,1.18,1.07,0.97,0.99,0.01,0.99,1.03,0.01,0,0.0
A000270,기아,12,2015,Annual,5.31,19.93,4.75,110.05,144.92,104.99,13.28,122.96,5.15,7.65,28.95,-8.48,-12.13,28.36,4.64,15.17,47.36,89.97,2.4,1.14,2.46,2.12,23.15,20.10,73.57,8.18,17.36,126.14,73.36,20.6,7.19,1.91,-0.6,0.94,1.0,0.91,1.05,0.01,1.06,1.05,-0.02,0,0.0
A000270,기아,12,2016,Annual,5.23,19.79,4.67,115.06,160.89,104.9,13.56,128.76,6.44,9.81,3.46,4.55,4.72,26.51,4.51,15.12,47.77,91.46,6.02,1.09,2.29,2.08,24.64,19.27,61.74,8.43,17.49,128.72,74.22,22.0,6.37,1.83,-1.42,0.94,1.01,1.02,1.06,0.01,1.0,1.01,-0.02,0,0.0
A000270,기아,12,2017,Annual,1.81,16.66,1.24,30.96,53.29,101.25,4.27,45.25,1.56,1.06,1.18,-73.1,-64.86,26.11,4.72,15.42,48.63,94.68,2.99,1.04,2.15,2.00,25.02,11.35,33.57,5.27,10.57,141.24,85.48,23.82,6.15,1.77,-0.54,0.86,1.19,1.0,1.02,0.01,1.02,1.02,-0.04,0,0.0
A000270,기아,12,2018,Annual,2.13,14.75,2.14,54.10,68.65,102.18,5.43,54.03,1.18,1.42,8.43,74.79,19.41,28.59,4.85,12.62,47.39,90.09,4.43,1.04,2.17,2.00,25.32,12.37,40.05,5.71,11.43,132.88,84.11,26.15,6.87,1.73,-3.87,0.97,1.13,1.03,1.01,0.01,0.82,0.97,-0.06,0,0.0
A000270,기아,12,2019,Annual,3.14,16.13,3.46,93.94,118.31,103.58,9.00,85.39,7.34,6.37,6.37,73.63,58.02,28.45,4.61,12.67,47.64,90.99,7.71,1.09,2.28,2.07,27.18,15.54,59.12,6.8,14.07,124.77,77.83,27.66,7.58,1.77,-3.27,0.98,0.91,0.98,1.07,0.01,1.0,1.01,-0.03,0,0.0
A000270,기아,12,2020,Annual,2.51,16.81,3.49,96.59,86.07,103.62,6.26,69.54,1.76,3.15,-1.06,2.83,-18.56,25.76,4.41,13.32,50.58,102.37,16.8,1.02,2.08,2.01,27.66,13.02,43.29,6.27,12.59,123.68,90.05,29.78,7.78,1.74,-1.89,0.83,0.96,0.95,1.02,0.01,1.05,1.06,-0.06,0,0.0
A000270,기아,12,2021,Annual,6.81,18.5,7.25,236.79,298.87,107.82,19.73,222.52,18.07,16.8,0.03,145.14,220,23.31,4.24,11.25,47.77,91.48,17.25,1.10,2.23,2.16,32.66,22.32,69.65,9.99,21.54,135.44,102.57,38.74,9.85,1.94,-1.66,0.83,0.91,1.06,1.18,0.01,0.84,0.94,-0.03,0,0.0
A000270,기아,12,2022,Annual,6.25,20.82,8.36,338.10,350.67,109.12,20.21,252.86,23.9,12.69,-1.29,42.79,13.63,20.87,3.94,12.47,46.63,87.35,15.67,1.23,2.61,2.33,40.46,23.62,90.22,9.05,21.09,134.56,98.68,43.01,10.69,2.24,-1.65,1.01,0.89,0.99,1.24,0.01,1.11,0.98,-0.03,0,0.0
A068270,셀트리온,12,2011,Annual,60.14,81.27,64.03,307.35,315.49,277.97,21.83,288.69,54.18,15.2,17.68,68.21,53.84,53.87,18.49,17.25,36.08,56.45,3.5,0.22,0.64,0.33,4.80,42.62,52.80,66.22,21.99,73.82,63.15,,,,-0.61,,,,,,,,0.08,0,1.0
A068270,셀트리온,12,2012,Annual,49.81,73.18,55.81,268.51,257.68,226.3,19.24,239.63,25.5,16.74,-2.3,9.4,3.95,42.74,21.71,17.37,39.4,65.02,3.07,0.22,0.59,0.36,4.81,35.46,41.56,60.28,21.66,138.57,119.84,1.32,5.91,0.31,-0.14,1.88,1.11,0.91,1.25,0.01,1.01,1.09,0.1,1,1.0
A068270,셀트리온,12,2013,Annual,45.29,69.64,44.14,106.32,123.16,179.02,10.82,109.10,-35.41,3.52,-3.26,-48.92,-41.26,36.21,25.4,25.5,45.05,81.99,4.08,0.12,0.29,0.21,2.41,19.08,22.27,66.38,14.05,110.79,83.31,0.7,2.11,0.18,-0.6,1.13,1.05,1.5,0.65,0.0,1.47,1.14,-0.02,0,1.0
A068270,셀트리온,12,2014,Annual,24.94,72.42,42.77,197.45,146.13,174.74,12.25,110.43,108.24,23.98,25.37,101.78,14.67,38.68,25.9,29.65,41.97,72.31,4.68,0.22,0.50,0.39,4.62,20.25,23.69,40.11,15.52,160.55,115.28,1.45,2.61,0.32,-1.37,0.67,0.96,0.76,2.08,0.01,1.16,0.93,0.02,0,1.0
A068270,셀트리온,12,2015,Annual,23.04,61.77,40.15,224.34,132.73,167.09,9.40,135.58,28.1,26.34,-0.07,20.26,18.35,33.99,22.31,21.62,35.53,55.11,5.68,0.24,0.63,0.40,5.59,23.84,27.79,37.79,14.95,164.52,129.64,1.16,2.65,0.39,-0.4,1.37,1.17,0.9,1.28,0.01,0.73,0.85,0.07,0,1.0
A068270,셀트리온,12,2016,Annual,22.28,58.26,32.99,193.20,172.41,149.24,10.49,138.81,11.13,21.03,-3.31,-8.69,7.46,30.1,24.97,25.26,28.54,39.93,9.31,0.24,0.76,0.36,5.86,27.68,33.05,36.35,12.95,203.24,175.22,0.94,3.33,0.42,-1.62,1.03,1.06,1.1,1.11,0.01,1.17,0.8,-0.0,0,1.0
A068270,셀트리온,12,2017,Annual,39.8,73.53,52.64,417.60,403.80,211.14,21.61,307.79,41.53,16.96,-2.73,125.81,152.8,25.63,23.93,20.89,26.82,36.66,12.73,0.31,1.11,0.42,7.93,54.63,70.64,49.12,20.85,261.69,229.34,1.2,5.12,0.57,-2.08,0.77,0.79,0.94,1.42,0.01,0.83,0.94,0.0,0,1.0
A068270,셀트리온,12,2018,Annual,24.18,56.1,32.9,260.46,243.14,149.04,12.05,198.09,3.48,7.66,4.41,-35.32,-37.13,25.16,25.26,23.19,25.92,34.98,11.72,0.29,1.10,0.39,7.92,41.37,64.03,37.73,14.81,245.44,221.41,1.2,5.42,0.56,-2.07,0.94,1.31,1.08,1.03,0.01,1.11,0.97,-0.01,0,1.0
A068270,셀트리온,12,2019,Annual,26.71,56.14,33.81,300.66,301.06,151.08,13.97,237.22,14.91,10.7,4.78,18.07,26.94,23.93,26.12,22.33,25.57,34.35,14.15,0.31,1.19,0.41,8.89,48.01,89.88,40.3,16.63,271.61,224.95,1.39,4.81,0.58,-1.89,0.88,1.0,1.09,1.15,0.01,0.96,0.99,-0.02,1,1.0
A068270,셀트리온,12,2020,Annual,28.43,55.58,38.86,545.75,499.10,163.56,20.86,393.23,63.86,19.31,2.46,88.34,74.4,18.85,27.97,16.72,31.72,46.46,13.63,0.42,1.43,0.59,14.04,53.63,108.93,37.4,21.95,238.13,201.76,1.79,5.35,0.81,-0.74,0.94,1.01,1.04,1.64,0.01,0.75,1.24,0.07,0,1.0
A068270,셀트리온,12,2021,Annual,31.47,57.44,39.3,545.29,541.23,164.75,19.75,424.60,2.39,18.17,0.44,3.56,13.33,16.75,26.29,18.14,28.62,40.09,20.94,0.35,1.18,0.51,13.87,49.35,104.51,41.92,21.23,253.99,206.23,1.61,3.93,0.74,-2.56,0.86,0.97,0.94,1.02,0.01,1.09,0.9,-0.03,0,0.0
A068270,셀트리온,12,2022,Annual,23.76,45.22,28.34,464.35,449.27,139.54,15.04,385.89,20.63,5.53,5.96,-13.03,-8.93,17.09,27.54,16.88,27.45,37.84,9.36,0.39,1.41,0.55,16.39,47.16,99.46,33.46,18.36,226.4,178.77,1.68,3.82,0.82,-0.0,1.22,1.27,1.14,1.21,0.04,0.93,0.96,0.11,0,0.0
A005490,POSCO홀딩스,12,2011,Annual,5.39,13.22,7.93,"1,133.43",991.37,108.61,12.07,756.24,43.96,5.69,11.85,-1.38,-11.26,36.29,6.69,5.29,48.05,92.51,5.87,0.93,2.01,1.74,142.91,17.25,24.62,8.58,14.92,171.16,108.51,,,,-0.31,,,,,,,,0.05,0,0.0
A005490,POSCO홀딩스,12,2012,Annual,3.75,11.73,5.74,757.27,698.27,106.09,8.10,510.38,-7.74,4.17,13.44,-33.19,-35.77,40.72,7.14,5.99,46.47,86.82,5.9,0.81,1.71,1.53,131.85,13.49,19.39,7.9,12.09,159.63,106.1,6.32,5.56,1.37,-1.19,1.04,1.13,0.93,0.92,0.01,1.13,0.97,-0.05,0,0.0
A005490,POSCO홀딩스,12,2013,Annual,2.19,11.09,4.84,621.09,403.43,105.09,4.41,285.32,-2.73,8,10.79,-17.98,-43.19,42.34,7.02,6.25,45.74,84.31,4.98,0.76,1.64,1.40,128.24,10.76,15.85,6.57,9.21,156.44,108.04,6.14,6.07,1.23,-0.56,1.07,1.06,1.04,0.97,0.01,1.04,0.98,-0.02,0,0.0
A005490,POSCO홀딩스,12,2014,Annual,0.86,11.19,4.94,666.15,285.68,105.19,3.03,129.79,5.23,-1.16,-1.45,7.26,-58.92,41.34,8.08,6.25,46.87,88.23,4.47,0.77,1.66,1.43,134.95,9.83,14.37,5.94,8.48,149.14,101.28,6.17,6.42,1.24,-0.91,1.0,0.99,1.01,1.05,0.01,1.0,1.02,-0.0,0,0.0
A005490,POSCO홀딩스,12,2015,Annual,-0.17,11.23,4.14,499.59,37.47,104.32,0.40,37.45,-10.61,-0.49,-2.04,-25,적전,42.93,7.97,7.09,43.95,78.41,6.06,0.70,1.55,1.29,120.63,9.03,12.89,5.84,7.52,144.96,104.1,5.89,6.22,1.12,-1.68,0.93,1.0,1.02,0.89,0.01,1.13,0.94,-0.06,0,0.0
A005490,POSCO홀딩스,12,2016,Annual,1.97,12.6,5.36,589.62,297.02,105.66,3.15,282.61,-8.78,1.7,-2.18,18.02,흑전,42.34,7.63,7.24,42.53,74.01,3.07,0.66,1.53,1.17,110.04,13.22,19.04,8.62,10.07,154.92,107.07,5.81,6.15,1.04,-1.4,1.14,0.89,1.01,0.91,0.01,1.02,0.97,-0.03,0,0.0
A005490,POSCO홀딩스,12,2017,Annual,4.9,13.78,7.62,958.09,866.43,108.25,8.96,578.38,14.26,3.55,-5.59,62.49,183.68,40.35,7.53,6.16,39.94,66.49,3.31,0.76,1.85,1.30,125.74,18.59,27.69,10.04,13.05,164.3,111.77,6.77,6.38,1.23,-1.47,0.81,0.91,0.97,1.14,0.01,0.85,0.94,-0.01,1,0.0
A005490,POSCO홀딩스,12,2018,Annual,2.91,12.27,8.53,"1,148.96",738.56,109.33,7.56,350.46,7.13,-1.48,-5.85,19.92,-36.37,38.36,6.61,3.74,40.24,67.34,3.38,0.83,2.06,1.38,134.70,15.73,23.92,7.63,10.52,177.69,116.97,7.54,6.06,1.41,-2.22,0.94,1.12,0.92,1.07,0.01,0.61,1.01,-0.0,0,0.0
A005490,POSCO홀딩스,12,2019,Annual,3.08,9.71,6.01,802.00,632.93,106.4,6.46,380.41,-0.94,2.21,-0.31,-30.2,4.79,37.85,6.21,3.7,39.55,65.41,4.45,0.82,2.05,1.36,133.43,16.88,25.57,8.23,11.20,213.45,146.55,7.57,5.74,1.45,-1.63,0.98,1.26,0.97,0.99,0.01,0.99,0.98,-0.03,0,0.0
A005490,POSCO홀딩스,12,2020,Annual,3.09,8.17,4.16,498.14,419.79,104.34,4.24,332.12,-10.21,-0.25,-1.76,-37.89,-9.81,37.17,5.63,4.01,39.72,65.89,6.01,0.73,1.84,1.21,119.80,16.67,24.67,9.04,10.94,212.58,158.88,7.3,5.79,1.32,-1.39,1.0,1.19,0.97,0.9,0.01,1.08,1.0,-0.08,0,0.0
A005490,POSCO홀딩스,12,2021,Annual,9.43,15.56,12.1,"1,915.01","1,951.91",113.77,18.38,"1,371.72",32.08,14.96,0.67,284.43,302.42,32.36,4.55,3.46,40.09,66.9,5.22,0.90,2.24,1.49,158.23,29.96,46.61,13.36,19.90,221.13,148.96,9.12,6.29,1.73,-1.12,0.94,0.52,0.95,1.32,0.01,0.86,1.01,0.03,0,0.0
A005490,POSCO홀딩스,12,2022,Annual,4.2,9.03,5.72,"1,005.39",832.16,106.07,7.10,651.76,11.03,6.3,7.38,-47.5,-50.52,32.3,4.92,3.3,40.8,68.92,8.18,0.89,2.21,1.50,175.68,17.80,28.70,8.07,12.10,205.49,138.76,8.9,5.52,1.77,-1.47,0.95,1.72,1.16,1.11,0.01,0.95,1.02,-0.01,0,0.0
A035420,NAVER,12,2011,Annual,21.31,100.0,31.13,"2,744.17","2,626.88",145.2,43.60,"1,869.96",18.82,19.36,15.62,7.11,-3.57,16.18,5.85,68.87,33.5,50.37,19.65,0.98,2.95,1.46,88.15,74.77,242.42,25.37,37.12,268.61,268.61,,,,-1.32,,,,,,,,0.1,0,0.0
A035420,NAVER,12,2012,Annual,30.27,100.0,28.98,"2,165.85","2,279.54",140.8,31.51,"2,269.28",-15.21,20.64,47.34,-21.07,20.41,19.32,4.15,71.02,34.97,53.78,13.51,0.68,1.98,1.03,74.75,71.83,237.11,36.31,37.52,269.44,269.44,7.74,inf,1.69,-0.86,1.28,1.0,0.91,0.85,0.19,1.03,1.04,-0.03,1,0.0
A035420,NAVER,12,2013,Annual,83.89,100.0,22.42,"2,498.64","2,169.17",128.9,26.03,"9,359.73",25.6,-22.5,39.95,-2.81,248.12,29.34,4.97,77.58,45.31,82.86,16.13,0.80,2.01,1.34,111.44,180.68,595.31,89.82,120.11,160.52,160.52,9.54,inf,1.77,-1.48,0.76,1.0,0.99,1.26,0.14,1.09,1.3,-0.05,0,0.0
A035420,NAVER,12,2014,Annual,16.38,100.0,27.49,"4,600.35","3,997.51",137.9,40.26,"2,757.41",22.1,21.83,13.82,49.68,-76.16,26.54,3.56,72.51,47.05,88.85,21.29,0.91,1.96,1.69,167.37,42.46,148.25,21.7,36.58,180.05,178.52,10.13,334.02,1.96,-1.92,1.11,1.0,0.76,1.22,0.13,0.93,1.04,-0.02,0,0.0
A035420,NAVER,12,2015,Annual,15.89,100.0,25.51,"5,037.36","4,994.87",134.25,40.48,"3,147.48",17.96,26.27,-4.12,9.5,14.44,19.69,2.36,74.49,48.25,93.25,18.55,0.84,1.75,1.60,197.43,36.34,120.11,20.74,33.18,156.76,155.84,9.04,203.22,2.04,-1.08,1.1,1.0,1.25,1.18,0.13,1.03,1.03,-0.0,1,0.0
A035420,NAVER,12,2016,Annual,18.87,100.0,27.4,"6,686.60","6,866.98",137.73,35.37,"4,546.39",23.62,81.95,-0.06,32.74,46.83,13.55,1.76,72.6,35.18,54.27,27.1,0.75,1.85,1.26,244.07,41.87,174.59,22.68,28.51,232.82,232.25,9.13,311.19,2.05,-1.24,0.95,1.0,1.02,1.24,0.15,0.97,0.73,-0.01,0,0.0
A035420,NAVER,12,2017,Annual,16.46,100.0,25.2,"7,154.68","7,255.65",133.7,25.35,"4,689.42",16.3,28.47,33.22,7,1.45,14.34,4.23,74.8,33.84,51.16,23.79,0.65,1.89,0.99,283.86,39.52,248.43,20.93,20.76,207.76,206.19,8.53,201.01,1.73,-0.72,1.12,1.0,1.27,1.16,0.16,1.03,0.96,0.03,0,0.0
A035420,NAVER,12,2018,Annual,11.24,100.0,16.87,"5,718.79","6,745.04",120.29,19.76,"3,936.65",19.42,12.14,26.72,-20.07,-18.47,14.75,3.11,83.13,39.79,66.09,33.63,0.62,1.68,0.99,338.98,27.38,115.73,16.29,16.17,205.58,203.39,9.26,119.32,1.45,-2.51,0.79,1.0,1.18,1.19,0.15,1.11,1.18,-0.0,0,0.0
A035420,NAVER,12,2019,Annual,9.11,100.0,26.51,"7,008.08","8,441.40",136.08,22.34,"3,537.65",-22.03,9.33,9.54,22.54,-36.8,12.98,2.78,73.49,47.12,89.11,30.41,0.39,0.90,0.70,264.31,22.23,66.58,24.82,17.36,149.58,148.12,14.88,77.41,0.78,-1.26,0.0,1.0,1.34,0.78,0.15,0.88,1.18,-0.02,0,0.0
A035420,NAVER,12,2020,Annual,15.93,100.0,22.91,"7,374.05","9,911.57",129.72,22.14,"6,080.13",21.76,26.93,5.53,5.22,112.94,9.9,0.62,77.09,51.48,106.1,9.41,0.36,0.73,0.72,321.83,20.58,101.22,28.23,20.29,133.28,133.22,inf,178.41,0.81,-0.58,,1.0,0.68,1.22,0.14,1.05,1.09,-0.01,0,0.0
A035420,NAVER,12,2021,Annual,241.69,100.0,19.44,"8,042.30","12,901.86",124.13,13.17,"100,051.64",28.53,191.06,25.33,9.06,"1,850.02",6.27,2.77,80.56,28.68,40.22,8.26,0.27,0.74,0.42,413.66,183.72,700.20,248.23,104.84,140.9,140.74,inf,1300.47,0.39,-0.1,,1.0,2.75,1.29,0.16,1.05,0.56,-0.0,0,0.0
