Symbol,Name,상장연도,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),*영업수익/영업비용(%),ROE(세전계속사업이익)(%),자본금지배주주순이익률(%),매출액증가율(전년동기)(%),총자본증가율(전년동기)(%),유형자산증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),유형자산구성비율(%),무형자산구성비율(%),*판관비율(%),타인자본비율(%),부채비율(%),현금및현금성자산구성비율(%),총자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),현금흐름/총부채(%),현금흐름/영업수익(%),현금흐름/총자본(%),유동비율(%),당좌비율(%),매출채권회전율,재고자산회전율,고정자산회전율,영업현금흐름/투자현금흐름(%),DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA,벤포드,분식기업
A005720,넥센,1987,12,2016,Annual,30.92,44.28,33.93,400.39,406.24,151.37,14.32,364.85,4.99,13.23,-3.03,27.16,27.76,12.29,0.51,10.34,15.44,18.25,2.27,0.35,2.09,0.42,11.8,69.07,33.09,13.76,134.55,107.25,7.33,13.71,0.4,-1.55,1.02,0.87,1.03,1.05,0.01,0.97,0.86,0.09,0,0.0
A005720,넥센,1987,12,2017,Annual,26.06,34.52,23.38,263.05,334.38,130.51,10.74,293.28,-2.3,11.73,29.91,-32.7,-17.65,14.28,0.47,11.15,15.51,18.36,2.21,0.31,1.97,0.36,11.25,55.53,28.13,10.17,165.06,139.42,5.91,12.96,0.35,-0.42,1.38,1.28,0.94,0.98,0.01,1.08,1.0,0.08,0,0.0
A005720,넥센,1987,12,2018,Annual,6.51,26.59,10.56,502.53,306.7,111.8,6.26,217.69,333.09,105.3,1478.62,95.6,8.19,63.96,1.55,16.03,50.78,103.16,4.14,0.55,1.29,0.97,47.6,13.91,10.79,10.48,154.73,108.32,5.75,7.6,0.75,-0.91,1.56,1.3,0.1,4.33,0.01,1.44,3.27,0.0,0,0.0
A005720,넥센,1987,12,2019,Annual,5.67,29.22,9.82,787.9,721.32,110.9,10.51,207.34,68.48,8.37,2.6,56.79,46.84,61.25,1.61,19.4,50.21,100.86,4.36,0.58,1.15,1.17,80.19,11.88,10.37,12.12,175.78,116.19,5.74,6.18,0.82,-1.27,0.56,0.91,1.33,1.68,0.0,1.21,0.99,-0.02,0,0.0
A005720,넥센,1987,12,2020,Annual,0.04,25.27,3.17,218.15,34.23,103.27,0.48,38.09,-14.09,0.05,-2.88,-72.31,-99.41,57.51,1.68,22.11,51.85,107.67,7.47,0.47,0.93,0.96,68.9,10.16,10.99,10.6,158.29,114.66,5.05,5.05,0.68,-0.87,1.18,1.16,1.16,0.86,0.01,1.14,1.03,-0.04,0,0.0
A005720,넥센,1987,12,2021,Annual,1.22,21.16,1.4,117.52,166.75,101.42,2.29,100.94,22.12,3.7,-0.64,-46.13,3724.46,52.98,1.59,19.76,53.7,116.0,7.94,0.55,1.03,1.16,84.13,10.03,9.71,11.22,142.73,96.31,5.63,5.31,0.83,-1.91,0.96,1.19,1.02,1.22,0.01,0.89,1.04,-0.04,1,0.0
A005720,넥센,1987,12,2022,Annual,0.06,16.81,-0.75,-78.9,-10.9,99.26,-0.15,61.14,24.96,0.68,2.73,-167.13,-93.96,52.64,1.49,17.56,54.91,121.8,6.91,0.65,1.19,1.41,105.14,8.91,7.49,10.59,104.42,60.87,6.63,4.93,1.0,0.11,0.77,1.26,1.15,1.25,0.01,0.89,1.02,0.0,0,0.0
A002350,넥센타이어,1976,12,2012,Annual,7.87,26.77,10.56,341.91,299.99,111.81,25.39,252.83,19.32,20.44,17.91,60.94,53.01,62.27,0.27,16.21,66.84,201.53,2.24,0.86,1.26,2.74,32.37,15.86,12.59,34.49,106.89,65.56,6.07,6.31,1.35,-0.54,0.9,0.9,0.94,1.19,0.01,1.0,0.95,0.02,0,0.0
A002350,넥센타이어,1976,12,2013,Annual,7.17,28.29,10.24,335.86,306.24,111.41,21.85,232.66,1.29,17.11,15.99,-1.77,-7.69,64.45,0.34,18.05,65.34,188.56,2.88,0.79,1.2,2.34,32.79,15.5,12.89,30.15,105.73,67.84,6.04,6.54,1.18,-0.67,0.95,0.95,0.84,1.01,0.01,1.11,0.98,-0.01,0,0.0
A002350,넥센타이어,1976,12,2014,Annual,7.38,31.9,11.86,392.88,309.09,113.45,18.96,242.05,1.77,17.11,14.86,17.81,4.74,67.36,0.52,20.04,63.07,170.78,2.1,0.73,1.14,2.03,33.13,15.06,13.26,26.96,125.95,82.56,6.22,6.83,1.05,-0.94,1.0,0.89,1.04,1.02,0.01,1.11,0.97,-0.04,0,0.0
A002350,넥센타이어,1976,12,2015,Annual,6.92,33.69,12.24,420.66,308.26,113.95,16.75,234.23,4.47,10.79,-0.61,7.83,-2.09,65.56,0.54,21.45,59.93,149.59,4.07,0.72,1.17,1.87,34.37,16.86,14.41,26.92,137.93,94.59,6.14,7.3,1.03,-2.26,1.05,0.95,0.91,1.04,0.01,1.07,0.95,-0.04,0,0.0
A002350,넥센타이어,1976,12,2016,Annual,9.29,36.25,13.09,463.95,405.05,115.06,19.36,325.08,3.11,16.32,-2.65,10.29,38.42,62.92,0.58,23.16,54.06,117.66,4.82,0.73,1.28,1.69,35.44,21.51,16.81,28.48,151.39,106.5,6.01,7.53,1.07,-3.03,0.98,0.93,1.38,1.03,0.01,1.08,0.9,-0.05,0,0.0
A002350,넥센타이어,1976,12,2017,Annual,6.38,32.43,9.44,344.84,310.09,110.42,13.12,232.4,3.7,11.32,7.2,-25.24,-28.73,63.2,0.68,22.99,52.08,108.67,4.15,0.73,1.37,1.55,36.54,19.15,13.98,21.62,140.93,99.15,5.99,7.53,1.08,-0.88,1.03,1.12,0.87,1.04,0.01,0.99,0.96,-0.02,0,0.0
A002350,넥센타이어,1976,12,2018,Annual,5.22,28.32,9.2,337.33,274.76,110.13,10.74,191.48,0.98,6.67,20.55,-1.61,-17.43,65.65,0.54,19.12,55.95,127.02,4.25,0.66,1.21,1.43,36.68,15.47,12.74,18.27,154.9,107.08,5.65,6.91,0.96,-0.35,1.06,1.15,0.98,1.01,0.01,0.83,1.07,0.01,0,0.0
A002350,넥센타이어,1976,12,2019,Annual,5.86,30.49,10.25,383.42,340.83,111.43,12.35,218.61,1.93,9.08,2.88,13.66,14.4,63.73,0.66,20.24,54.66,120.56,4.29,0.61,1.1,1.35,37.39,15.35,14.01,18.98,176.02,113.71,5.74,5.87,0.88,-1.16,0.92,0.93,1.14,1.02,0.01,1.06,0.98,-0.02,0,0.0
A002350,넥센타이어,1976,12,2020,Annual,-0.98,25.81,2.32,72.9,-23.45,102.38,-0.82,-31.07,-16.03,-0.7,-4.25,-80.99,-114.01,59.21,0.81,23.49,56.31,128.91,7.35,0.49,0.88,1.09,31.4,8.8,10.03,10.98,156.54,111.35,4.94,4.64,0.72,-0.79,1.21,1.18,1.5,0.84,0.01,1.16,1.03,-0.04,0,0.0
A002350,넥센타이어,1976,12,2021,Annual,0.22,21.14,0.21,8.12,30.47,100.21,1.05,8.91,22.45,3.42,-1.33,-88.86,-127.92,54.11,0.82,20.93,58.15,138.97,8.43,0.56,0.99,1.32,38.45,8.99,9.12,12.05,141.69,93.97,5.6,4.93,0.89,-2.03,0.94,1.22,1.06,1.22,0.01,0.89,1.03,-0.07,0,0.0
A002350,넥센타이어,1976,12,2022,Annual,-1.06,16.61,-2.09,-100.31,-74.54,97.95,-2.52,-51.34,24.91,-0.23,3.2,-1335.31,-693.53,54.13,0.73,18.7,59.53,147.1,6.55,0.67,1.14,1.63,48.03,7.38,6.49,10.55,100.72,55.38,6.66,4.53,1.07,0.42,0.77,1.27,1.28,1.25,0.01,0.89,1.02,0.01,0,0.0
A251270,넷마블,2017,12,2017,Annual,14.88,100.0,21.02,6672.08,6171.28,126.62,16.33,4055.02,61.65,240.77,18.29,72.99,72.47,2.72,23.13,78.98,16.5,19.76,35.68,0.66,3.17,0.84,317.37,48.98,15.45,12.97,582.22,581.75,9.05,1142.82,1.32,-0.35,0.74,1.0,0.75,1.62,0.2,0.98,0.5,0.0,0,0.0
A251270,넷마블,2017,12,2018,Annual,10.63,100.0,11.96,2838.08,3411.07,113.58,6.44,2226.98,-16.64,1.93,19.88,-52.59,-40.44,3.21,24.29,88.04,16.22,19.37,28.5,0.37,2.29,0.45,237.39,30.57,13.34,5.98,441.33,440.77,8.54,713.98,0.77,-0.47,0.75,1.0,1.15,0.83,0.31,1.11,0.98,0.0,0,0.0
A251270,넷마블,2017,12,2019,Annual,7.79,100.0,9.3,2370.06,2554.24,110.26,4.75,1824.25,7.79,2.13,35.19,-16.14,-21.01,4.06,23.83,90.7,19.94,24.91,27.12,0.39,2.14,0.47,254.8,26.89,12.58,5.96,385.23,384.46,13.23,516.95,0.72,-1.54,0.75,1.0,1.06,1.08,0.31,1.03,1.23,-0.03,0,0.0
A251270,넷마블,2017,12,2020,Annual,13.6,100.0,10.95,3170.89,5532.26,112.29,9.22,3647.66,14.05,21.56,79.56,34.24,99.12,5.15,15.71,89.05,31.29,45.53,15.29,0.35,1.33,0.48,289.62,22.77,17.09,8.25,111.46,111.18,15.11,509.76,0.52,-0.24,1.08,1.0,1.4,1.14,0.33,0.98,1.57,-0.01,1,0.0
A251270,넷마블,2017,12,2021,Annual,9.94,100.0,6.02,1758.16,4088.24,106.41,6.02,2796.8,0.89,6.32,-23.71,-44.49,-26.29,3.03,38.44,93.98,43.66,77.5,12.69,0.27,0.69,0.43,291.84,10.81,15.59,6.7,64.22,64.09,13.08,583.84,0.33,-0.12,1.1,1.0,1.08,1.01,0.21,1.06,1.4,0.0,0,0.0
A251270,넷마블,2017,12,2022,Annual,-33.15,100.0,-4.07,-1264.5,-10953.29,96.09,-16.19,-9530.53,6.64,-6.42,4.07,-171.97,-455.71,3.76,40.25,104.07,37.09,58.94,5.63,0.27,0.67,0.46,311.03,-14.73,-21.95,-10.09,43.48,43.35,13.67,786.34,0.32,10.1,0.88,1.0,1.08,1.07,0.32,1.11,0.85,0.03,0,0.0
A090350,노루페인트,2006,12,2012,Annual,1.1,20.33,4.14,169.59,110.81,104.32,5.09,44.91,8.16,0.11,6.24,26.74,-49.05,49.2,1.82,16.19,57.78,136.88,3.07,0.82,1.46,1.88,40.92,4.33,2.96,5.57,138.25,101.94,3.68,8.39,1.34,0.14,0.95,0.93,1.14,1.08,0.01,1.06,1.06,0.04,1,0.0
A090350,노루페인트,2006,12,2013,Annual,2.72,21.81,4.85,205.27,146.61,105.09,6.62,115.34,3.54,3.57,1.55,21.04,156.85,49.84,1.73,16.97,56.39,129.31,1.13,0.82,1.44,1.91,42.37,6.8,4.73,9.05,95.29,69.36,3.54,8.14,1.32,-2.78,1.08,0.93,1.06,1.04,0.01,1.05,0.98,0.01,0,0.0
A090350,노루페인트,2006,12,2014,Annual,3.35,23.84,5.89,263.76,202.54,106.26,8.78,150.01,5.69,4.6,1.89,28.49,30.06,49.35,1.66,17.95,55.67,125.58,1.36,0.85,1.52,1.94,44.78,8.42,5.52,10.72,110.1,82.21,3.43,8.68,1.37,-1.71,1.01,0.91,0.97,1.06,0.01,1.06,0.99,0.0,0,0.0
A090350,노루페인트,2006,12,2015,Annual,7.09,25.78,6.65,299.84,411.37,107.12,16.43,319.96,0.76,12.41,0.05,13.68,113.29,46.9,1.35,19.13,52.66,111.24,2.29,0.83,1.53,1.8,45.12,14.45,9.46,17.05,129.48,94.83,3.35,8.34,1.33,-3.14,0.99,0.93,1.18,1.01,0.01,1.07,0.95,0.0,0,0.0
A090350,노루페인트,2006,12,2016,Annual,1.98,26.82,6.51,304.87,201.86,106.97,7.54,92.85,3.75,1.94,1.42,1.68,-70.98,47.76,3.51,20.31,51.55,106.39,3.13,0.84,1.61,1.75,46.81,6.69,4.16,7.28,125.7,98.27,3.41,8.91,1.37,-1.72,1.0,0.96,0.86,1.04,0.01,1.06,0.98,-0.02,0,0.0
A090350,노루페인트,2006,12,2017,Annual,5.34,23.79,5.03,271.25,389.43,105.3,13.85,287.78,15.13,8.17,4.5,-11.03,209.94,48.12,3.55,18.76,49.47,97.91,1.48,0.95,1.88,1.92,53.89,14.26,7.59,14.55,121.42,90.65,3.8,10.38,1.55,-1.93,0.89,1.13,1.07,1.15,0.01,0.92,0.96,-0.01,0,0.0
A090350,노루페인트,2006,12,2018,Annual,2.07,21.31,3.69,221.54,187.08,103.83,6.31,124.54,11.48,2.93,0.85,-18.33,-56.72,47.28,3.31,17.62,49.33,97.35,1.24,1.03,2.08,2.03,60.08,8.78,4.23,8.57,122.19,91.41,4.04,10.46,1.67,-1.13,0.96,1.12,0.96,1.11,0.02,0.94,1.0,0.01,0,0.0
A090350,노루페인트,2006,12,2019,Annual,2.92,22.71,4.5,285.03,261.06,104.72,8.48,184.72,5.32,4.73,0.82,28.66,48.33,46.15,3.06,18.21,48.61,94.6,4.23,1.05,2.14,2.05,63.28,11.13,5.2,10.68,135.35,99.43,4.28,9.93,1.77,-2.74,0.88,0.94,0.89,1.05,0.02,1.03,0.99,-0.05,0,0.0
A090350,노루페인트,2006,12,2020,Annual,2.8,22.81,5.02,315.66,270.99,105.29,8.45,175.75,-0.7,3.57,-0.33,10.75,-4.86,43.29,3.42,17.79,49.92,99.68,9.37,0.99,2.02,1.96,62.84,10.48,5.2,10.18,119.11,88.39,4.34,8.68,1.77,-6.6,1.05,1.0,0.95,0.99,0.02,0.98,1.03,-0.01,0,0.0
A090350,노루페인트,2006,12,2021,Annual,1.98,18.07,3.49,249.47,234.75,103.62,7.08,141.19,13.69,3.33,0.85,-20.97,-19.66,43.4,3.35,14.57,48.56,94.4,8.49,1.09,2.22,2.15,71.44,8.93,4.02,8.67,144.69,107.61,4.77,9.37,2.0,-1.33,0.9,1.26,1.0,1.14,0.02,0.82,0.97,0.0,0,0.0
A090350,노루페인트,2006,12,2022,Annual,1.55,18.15,3.45,251.64,177.74,103.57,5.21,112.87,2.21,2.23,-0.4,0.87,-20.06,43.38,2.11,14.7,47.22,89.46,10.1,1.12,2.33,2.14,73.02,8.27,3.55,7.6,141.81,104.62,4.92,9.41,2.06,-4.23,0.94,1.0,0.93,1.02,0.02,1.01,0.97,-0.02,0,0.0
A000320,노루홀딩스,1973,12,2012,Annual,3.23,21.45,2.92,200.92,291.34,103.0,6.74,174.1,6.87,2.53,-2.27,29.43,11.97,45.43,1.62,18.54,55.5,124.74,6.37,0.72,1.32,1.59,68.9,7.44,5.64,8.99,117.42,85.93,4.39,7.7,1.09,-0.54,1.07,0.94,1.05,1.07,0.01,1.04,1.03,0.0,0,0.0
A000320,노루홀딩스,1973,12,2013,Annual,5.87,23.71,3.72,268.48,475.77,103.87,10.44,306.29,4.71,8.2,0.96,33.63,90.16,44.97,1.62,19.99,52.79,111.81,6.26,0.73,1.34,1.58,72.14,9.85,7.34,11.63,101.58,75.42,4.0,7.69,1.13,-3.59,1.1,0.9,0.98,1.05,0.01,1.08,0.95,-0.03,0,0.0
A000320,노루홀딩스,1973,12,2014,Annual,5.54,26.0,5.04,396.95,547.6,105.3,11.05,279.87,9.26,9.29,0.2,47.85,3.1,42.69,1.57,20.96,51.12,104.59,8.24,0.76,1.47,1.59,78.82,9.76,6.63,10.55,117.98,91.48,3.84,8.4,1.23,-2.2,1.03,0.91,0.96,1.09,0.01,1.05,0.97,-0.02,0,0.0
A000320,노루홀딩스,1973,12,2015,Annual,12.91,27.67,3.98,320.35,1315.88,104.15,23.27,757.8,2.01,18.53,1.38,-19.3,137.82,39.48,1.3,23.69,47.15,89.21,15.46,0.72,1.48,1.42,80.41,18.67,12.64,17.97,160.93,130.01,3.56,8.2,1.27,0.51,1.05,0.94,0.82,1.02,0.02,1.13,0.92,-0.01,0,0.0
A000320,노루홀딩스,1973,12,2016,Annual,3.02,28.1,3.29,267.09,410.46,103.4,6.61,128.29,0.97,2.33,2.59,-16.63,-76.35,41.18,1.84,24.81,45.01,81.85,11.28,0.71,1.53,1.31,81.19,7.22,4.72,6.17,151.42,123.61,3.48,8.41,1.27,-0.88,0.98,0.98,1.07,1.01,0.02,1.05,0.95,-0.03,0,0.0
A000320,노루홀딩스,1973,12,2017,Annual,8.04,25.31,2.24,203.06,1020.3,102.29,15.61,501.31,11.76,8.25,3.47,-23.97,197.08,41.81,1.94,23.07,41.58,71.19,11.01,0.79,1.82,1.39,90.74,15.48,8.51,11.81,170.6,139.14,4.04,9.76,1.4,5.89,0.84,1.11,0.88,1.12,0.02,0.93,0.92,-0.01,0,0.0
A000320,노루홀딩스,1973,12,2018,Annual,0.32,21.91,1.22,120.43,161.74,101.24,2.41,-96.27,8.39,-2.77,-0.31,-40.69,-95.7,41.74,1.83,20.69,43.12,75.81,9.68,0.85,2.0,1.47,98.35,3.72,1.86,2.73,164.85,133.59,4.37,10.06,1.54,-0.42,0.99,1.15,0.93,1.08,0.02,0.9,1.04,0.0,0,0.0
A000320,노루홀딩스,1973,12,2019,Annual,2.25,23.75,2.83,294.27,407.15,102.91,6.13,53.82,5.78,1.06,2.45,144.35,647.52,41.91,1.67,20.92,43.67,77.52,8.7,0.89,2.04,1.57,104.03,6.46,3.16,4.95,166.87,131.3,4.61,9.73,1.62,-1.39,0.89,0.92,1.03,1.06,0.02,1.01,1.01,-0.03,0,0.0
A000320,노루홀딩스,1973,12,2020,Annual,3.43,24.23,4.22,420.96,514.34,104.41,7.63,164.63,-4.1,1.85,-0.71,43.05,46.11,39.88,1.89,20.01,45.01,81.86,11.94,0.82,1.86,1.48,99.77,8.28,4.46,6.6,144.35,113.96,4.55,8.54,1.51,-3.61,1.04,0.98,1.06,0.96,0.02,0.96,1.03,-0.01,0,0.0
A000320,노루홀딩스,1973,12,2021,Annual,1.12,19.75,2.79,313.64,314.92,102.87,4.61,18.78,12.64,0.96,0.55,-25.49,-63.2,39.93,1.97,16.95,44.72,80.89,12.08,0.91,2.02,1.64,112.38,5.13,2.54,4.17,160.61,124.57,4.96,8.96,1.7,-59.1,0.95,1.23,0.94,1.13,0.02,0.85,0.99,0.0,0,0.0
A000320,노루홀딩스,1973,12,2022,Annual,3.24,20.17,2.87,347.89,497.96,102.96,6.81,293.24,8.01,13.24,6.87,11.11,211.84,38.44,3.68,17.29,43.62,77.35,9.8,0.93,2.1,1.66,121.17,10.01,4.77,7.91,159.05,116.61,4.76,7.73,1.8,-1.44,1.09,0.98,0.89,1.08,0.02,1.02,0.98,-0.02,0,0.0
A006280,녹십자,1989,12,2012,Annual,6.85,31.24,9.16,146.79,144.33,110.08,11.12,105.9,5.71,8.72,19.55,-12.92,-3.45,31.52,4.02,22.08,28.2,39.28,2.38,0.89,3.25,1.23,16.03,27.76,8.54,10.54,206.05,111.96,3.72,3.97,1.92,-0.56,0.94,1.08,1.72,1.06,0.01,0.98,1.05,0.02,0,0.0
A006280,녹십자,1989,12,2013,Annual,8.11,30.95,8.87,144.49,166.89,109.74,11.94,128.46,9.41,22.5,22.38,5.99,29.52,33.34,4.07,22.08,23.98,31.55,2.5,0.86,3.33,1.17,16.28,33.14,9.96,11.61,268.42,148.78,3.78,3.86,1.71,-0.42,1.06,1.01,0.79,1.09,0.01,1.0,0.85,0.04,0,0.0
A006280,녹십자,1989,12,2014,Annual,8.9,31.84,9.94,165.94,199.63,111.04,13.26,143.66,9.81,9.68,11.07,23.04,20.49,30.73,4.11,21.89,30.8,44.5,2.41,0.8,2.89,1.11,16.69,31.86,11.02,12.21,198.25,109.01,3.93,3.56,1.61,-0.35,0.88,0.97,1.23,1.1,0.01,0.99,1.28,0.03,0,0.0
A006280,녹십자,1989,12,2015,Annual,9.13,32.35,8.75,156.9,220.57,109.59,13.44,162.52,7.43,8.37,22.39,-5.45,10.25,35.36,4.26,23.6,29.5,41.84,4.08,0.76,2.53,1.09,17.93,29.84,11.78,12.86,241.59,136.07,3.95,3.36,1.56,5.77,1.09,0.98,0.62,1.07,0.01,1.08,0.96,0.03,0,0.0
A006280,녹십자,1989,12,2016,Annual,5.44,29.39,6.55,134.26,136.07,107.01,7.73,107.76,14.32,6.14,10.72,-14.43,-31.91,35.73,4.75,22.84,31.7,46.42,3.67,0.81,2.64,1.16,20.5,20.69,7.85,9.14,264.22,158.47,3.81,3.71,1.69,0.02,1.04,1.1,1.04,1.14,0.01,0.97,1.07,0.05,0,0.0
A006280,녹십자,1989,12,2017,Annual,4.4,28.48,7.01,154.53,123.48,107.54,6.66,91.12,7.51,4.69,-0.37,15.1,-12.96,32.4,5.16,21.47,34.92,53.65,10.04,0.79,2.37,1.19,22.04,16.56,6.99,8.3,356.28,209.67,3.68,3.67,1.69,3.9,0.98,1.03,1.05,1.08,0.01,0.94,1.1,0.02,0,0.0
A006280,녹십자,1989,12,2018,Annual,2.57,25.91,3.76,85.83,85.83,103.9,4.49,58.92,3.65,1.58,1.39,-44.46,-39.61,32.47,5.85,22.15,34.65,53.03,5.61,0.78,2.24,1.19,22.84,12.51,5.59,6.67,294.39,166.9,3.61,3.48,1.66,-0.17,1.02,1.1,1.19,1.04,0.01,1.03,0.99,0.02,0,0.0
A006280,녹십자,1989,12,2019,Annual,-0.83,27.42,3.07,71.33,-1.99,103.17,-0.1,-6.23,1.67,5.14,14.65,-16.89,-132.96,32.75,5.26,24.35,39.57,65.47,5.03,0.74,1.98,1.17,23.23,6.27,3.17,3.72,239.59,138.31,3.53,3.42,1.49,-0.23,1.01,0.94,1.16,1.02,0.01,1.1,1.14,0.0,0,0.0
A006280,녹십자,1989,12,2020,Annual,5.94,29.29,3.34,86.0,178.79,103.46,8.52,138.7,10.83,7.2,5.0,20.56,-890.89,31.32,5.09,25.95,41.0,69.49,10.8,0.73,1.82,1.23,25.74,15.67,8.63,10.58,192.07,117.91,3.81,3.57,1.49,1.21,0.93,0.94,0.88,1.11,0.01,1.07,1.04,0.01,0,0.0
A006280,녹십자,1989,12,2021,Annual,8.91,33.85,4.79,126.06,295.31,105.03,12.46,210.86,2.24,18.16,18.61,46.58,53.41,32.45,11.27,29.06,39.09,64.17,7.56,0.67,1.67,1.11,26.32,19.42,11.65,12.94,198.17,115.87,3.77,3.45,1.29,-0.95,1.01,0.87,1.43,1.02,0.01,1.12,0.95,-0.02,0,0.0
A006280,녹십자,1989,12,2022,Annual,4.06,34.0,4.75,139.07,146.71,104.99,5.59,112.01,11.28,4.46,2.92,10.32,-49.31,32.56,12.34,29.25,37.97,61.21,4.17,0.69,1.78,1.12,29.29,13.59,7.63,8.51,181.31,99.5,4.24,3.81,1.18,-0.58,0.86,1.0,1.24,1.11,0.01,1.01,0.97,-0.02,0,0.0
A005250,녹십자홀딩스,1978,12,2012,Annual,10.52,32.07,10.39,334.76,168.37,111.59,4.79,231.56,4.72,8.6,14.07,-15.88,57.9,31.53,2.85,21.68,32.74,48.67,2.2,0.28,0.41,0.92,32.23,3.76,9.17,8.41,169.29,96.39,3.86,3.96,1.0,-0.54,0.93,1.08,3.85,1.05,0.01,1.0,0.41,0.04,0,0.0
A005250,녹십자홀딩스,1978,12,2013,Annual,8.61,31.87,10.11,357.05,408.99,111.25,10.49,163.85,9.54,13.04,18.27,6.66,-10.34,33.21,2.95,21.76,32.29,47.69,2.41,0.61,1.88,0.91,35.3,12.83,6.82,6.18,191.13,105.57,4.04,3.74,0.97,-0.19,1.02,1.01,0.87,1.1,0.01,1.0,0.99,0.05,0,0.0
A005250,녹십자홀딩스,1978,12,2014,Annual,9.71,32.29,11.03,433.39,527.0,112.39,12.28,213.55,11.35,7.4,10.21,21.38,25.59,33.2,3.27,21.26,34.05,51.63,2.66,0.61,1.84,0.92,39.31,14.6,7.93,7.26,192.86,93.99,4.27,2.95,1.07,-0.53,0.89,0.99,0.71,1.11,0.01,0.98,1.05,0.03,0,0.0
A005250,녹십자홀딩스,1978,12,2015,Annual,9.96,32.63,9.5,404.86,590.58,110.5,12.62,246.13,8.43,10.69,21.19,-6.58,11.21,35.0,3.24,23.13,36.49,57.46,7.93,0.59,1.66,0.91,42.62,14.24,8.56,7.79,216.48,112.45,4.26,2.38,1.18,-0.35,1.09,0.99,0.6,1.08,0.01,1.09,1.07,0.05,0,0.0
A005250,녹십자홀딩스,1978,12,2016,Annual,5.48,29.0,7.33,373.43,376.1,107.91,7.45,177.49,19.56,5.33,18.31,-7.76,-34.19,37.9,3.6,21.67,38.78,63.34,5.05,0.63,1.67,1.01,50.96,10.14,6.07,6.13,222.26,125.41,4.24,2.68,1.29,0.0,1.02,1.13,1.02,1.2,0.01,0.94,1.06,0.04,0,0.0
A005250,녹십자홀딩스,1978,12,2017,Annual,4.83,28.13,7.64,421.27,361.73,108.27,6.83,163.15,8.2,4.55,16.18,12.81,-4.76,38.67,4.42,20.49,43.78,77.87,10.5,0.61,1.47,1.04,55.14,8.49,5.77,6.01,209.35,122.11,4.09,2.98,1.17,-0.92,0.96,1.03,1.2,1.08,0.01,0.95,1.13,-0.01,0,0.0
A005250,녹십자홀딩스,1978,12,2018,Annual,1.25,26.25,3.19,185.6,162.49,103.29,2.99,69.48,5.68,0.93,6.56,-55.94,-72.6,40.14,5.04,23.07,44.72,80.89,9.54,0.6,1.35,1.07,58.27,5.73,4.25,4.55,172.95,107.75,4.11,3.34,1.09,-0.22,1.01,1.07,1.1,1.06,0.01,1.13,1.02,0.0,0,0.0
A005250,녹십자홀딩스,1978,12,2019,Annual,-2.04,28.51,4.47,251.12,98.98,104.68,1.78,11.13,-3.56,3.68,9.35,35.3,-257.27,41.6,5.05,24.04,45.69,84.11,6.36,0.55,1.22,1.01,56.19,4.9,4.01,4.05,166.14,99.04,3.81,3.37,0.95,-0.04,1.05,0.92,1.1,0.96,0.01,1.04,1.02,0.02,0,0.0
A005250,녹십자홀딩스,1978,12,2020,Annual,10.47,30.84,4.11,266.12,406.03,104.29,6.79,643.21,15.11,11.08,-15.78,5.97,-690.6,29.98,9.69,26.73,48.37,93.68,13.81,0.57,1.21,1.08,64.69,15.79,13.02,14.07,139.27,94.91,4.18,3.65,1.02,-0.36,0.94,0.92,1.26,1.15,0.01,1.11,1.06,0.01,0,0.0
A005250,녹십자홀딩스,1978,12,2021,Annual,6.94,34.15,4.69,324.48,677.27,104.92,10.04,207.94,7.05,14.18,9.99,21.93,-29.08,30.57,15.25,29.46,45.36,83.01,9.6,0.55,1.17,1.03,69.25,7.46,6.4,6.57,153.89,99.13,4.22,3.7,0.97,-0.94,0.97,0.9,1.27,1.07,0.01,1.1,0.94,-0.01,0,0.0
A005250,녹십자홀딩스,1978,12,2022,Annual,2.83,33.58,3.46,270.74,114.49,103.58,1.57,123.49,12.99,2.95,3.76,-16.56,-53.86,30.88,18.55,30.12,45.24,82.61,5.81,0.59,1.3,1.07,78.24,6.94,5.36,5.75,119.92,71.92,4.69,4.11,0.94,-0.34,0.88,1.02,1.19,1.13,0.01,1.02,1.0,-0.01,0,0.0
A004370,농심,1976,12,2013,Annual,4.16,28.09,4.44,304.48,388.19,104.64,7.93,290.65,-4.09,3.93,-1.23,-4.43,-1047.99,47.8,1.6,23.65,31.54,46.07,5.04,0.96,3.0,1.4,68.61,24.65,8.21,11.52,156.33,129.57,10.46,13.6,1.6,-1.94,1.08,0.98,0.98,0.96,0.03,1.03,0.98,-0.03,0,0.0
A004370,농심,1976,12,2014,Annual,3.16,28.67,3.6,241.81,320.02,103.74,6.34,213.73,-2.15,2.43,2.75,-20.58,-25.83,48.92,1.55,25.07,30.15,43.17,5.19,0.92,2.98,1.33,67.13,21.33,7.15,9.51,162.47,131.22,10.23,12.37,1.56,-1.45,0.98,0.98,0.99,0.98,0.03,1.06,0.96,-0.01,0,0.0
