Symbol,Name,결산월,회계년,주기,현금흐름/총부채(%),현금흐름/총차입부채(%),현금흐름/영업수익(%),현금흐름/총자본(%),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),영업수익(천원)
A017160,세븐코스프,12,2022,Annual,,,,,,,,
A017210,코닉스,12,2011,Annual,,,,,,,,
A017210,코닉스,12,2012,Annual,,,,,,,,
A017210,코닉스,12,2013,Annual,,,,,,,,
A017210,코닉스,12,2014,Annual,,,,,,,,
A017210,코닉스,12,2015,Annual,,,,,,,,
A017210,코닉스,12,2016,Annual,,,,,,,,
A017210,코닉스,12,2017,Annual,,,90.16,,"552,015","1,586,189","-2,196,980","8,858,215"
A017210,코닉스,12,2018,Annual,47.95,"4,105.84",11.00,12.05,"-625,819","4,349,525","-3,771,480","9,333,154"
A017210,코닉스,12,2019,Annual,,,,,,,,
A017210,코닉스,12,2020,Annual,,,,,,,,
A017210,코닉스,12,2021,Annual,,,,,,,,
A017210,코닉스,12,2022,Annual,,,,,,,,
A017620,라인건설,12,2011,Annual,,,,,,,,
A017620,라인건설,12,2012,Annual,,,,,,,,
A017620,라인건설,12,2013,Annual,,,,,,,,
A017620,라인건설,12,2014,Annual,,,,,,,,
A017620,라인건설,12,2015,Annual,,,,,,,,
A017620,라인건설,12,2016,Annual,,,,,,,,
A017620,라인건설,12,2017,Annual,,,,,,,,
A017620,라인건설,12,2018,Annual,,,,,,,,
A017620,라인건설,12,2019,Annual,,,,,,,,
A017620,라인건설,12,2020,Annual,,,,,,,,
A017620,라인건설,12,2021,Annual,,,,,,,,
A017620,라인건설,12,2022,Annual,,,,,,,,
A017680,데코앤이,12,2011,Annual,2.05,4.47,1.19,12.42,"9,786,857","14,956,671","-17,401,465","190,468,301"
A017680,데코앤이,12,2012,Annual,2.19,5.18,1.11,10.43,"-5,571,469","2,723,701","-1,100,198","165,991,015"
A017680,데코앤이,12,2013,Annual,25.21,48.41,13.04,69.94,"2,323,763","-2,825,270","3,679,562","132,647,215"
A017680,데코앤이,12,2014,Annual,-10.11,-20.84,-4.40,-16.28,"322,784","15,999,898","-18,579,562","107,124,529"
A017680,데코앤이,12,2015,Annual,7.18,19.80,3.96,5.25,"-5,234,171","-6,704,907","11,408,684","42,277,095"
A017680,데코앤이,12,2016,Annual,-75.25,-158.65,-31.80,-36.45,"2,230,682","-6,697,886","8,974,527","41,605,038"
A017680,데코앤이,12,2017,Annual,-125.93,-237.91,-56.29,-71.77,"-2,406,943","-10,576,616","13,171,377","39,642,881"
A017680,데코앤이,12,2018,Annual,-32.29,-53.56,-22.32,-31.26,"-3,563,228","-20,514,592","19,582,825","39,500,684"
A017680,데코앤이,12,2019,Annual,-70.80,-115.93,-56.82,-131.88,"4,129,097","1,417,684","-6,416,127","37,742,412"
A017680,데코앤이,12,2020,Annual,-9.27,-18.41,-10.82,-209.59,"-533,558","-6,524,078","7,861,410","24,119,105"
A017680,데코앤이,12,2021,Annual,58.80,127.82,45.76,150.11,"659,968","4,466,730","-7,390,215","24,242,079"
A017680,데코앤이,12,2022,Annual,34.79,57.09,9.02,15.01,"1,196,437","-2,322,305","-176,841","27,335,544"
A017740,주화산업,12,2011,Annual,,,,,,,,
A017740,주화산업,12,2012,Annual,,,,,,,,
A017740,주화산업,12,2013,Annual,,,,,,,,
A017740,주화산업,12,2014,Annual,,,,,,,,
A017740,주화산업,12,2015,Annual,,,,,,,,
A017740,주화산업,12,2016,Annual,,,,,,,,
A017740,주화산업,12,2017,Annual,,,,,,,,
A017740,주화산업,12,2018,Annual,,,,,,,,
A017740,주화산업,12,2019,Annual,,,,,,,,
A017740,주화산업,12,2020,Annual,,,,,,,,
A017740,주화산업,12,2021,Annual,,,,,,,,
A017740,주화산업,12,2022,Annual,,,,,,,,
A018180,텔슨정보통신,12,2011,Annual,,,,,,,,
A018180,텔슨정보통신,12,2012,Annual,,,,,,,,
A018180,텔슨정보통신,12,2013,Annual,,,,,,,,
A018180,텔슨정보통신,12,2014,Annual,,,,,,,,
A018180,텔슨정보통신,12,2015,Annual,,,,,,,,
A018180,텔슨정보통신,12,2016,Annual,,,,,,,,
A018180,텔슨정보통신,12,2017,Annual,,,,,,,,
A018180,텔슨정보통신,12,2018,Annual,,,,,,,,
A018180,텔슨정보통신,12,2019,Annual,,,,,,,,
A018180,텔슨정보통신,12,2020,Annual,,,,,,,,
A018180,텔슨정보통신,12,2021,Annual,,,,,,,,
A018180,텔슨정보통신,12,2022,Annual,,,,,,,,
A018720,동양기공,12,2011,Annual,,,,,,,,
A018720,동양기공,12,2012,Annual,,,,,,,,
A018720,동양기공,12,2013,Annual,,,,,,,,
A018720,동양기공,12,2014,Annual,,,,,,,,
A018720,동양기공,12,2015,Annual,,,,,,,,
A018720,동양기공,12,2016,Annual,,,,,,,,
A018720,동양기공,12,2017,Annual,,,,,,,,
A018720,동양기공,12,2018,Annual,,,,,,,,
A018720,동양기공,12,2019,Annual,,,,,,,,
A018720,동양기공,12,2020,Annual,,,,,,,,
A018720,동양기공,12,2021,Annual,,,,,,,,
A018720,동양기공,12,2022,Annual,,,,,,,,
A018890,모라리소스,12,2011,Annual,,,,,,,,
A018890,모라리소스,12,2012,Annual,,,,,,,,
A018890,모라리소스,12,2013,Annual,,,,,,,,
A018890,모라리소스,12,2014,Annual,,,,,,,,
A018890,모라리소스,12,2015,Annual,,,,,,,,
A018890,모라리소스,12,2016,Annual,,,,,,,,
A018890,모라리소스,12,2017,Annual,,,,,,,,
A018890,모라리소스,12,2018,Annual,,,,,,,,
A018890,모라리소스,12,2019,Annual,,,,,,,,
A018890,모라리소스,12,2020,Annual,,,,,,,,
A018890,모라리소스,12,2021,Annual,,,,,,,,
A018890,모라리소스,12,2022,Annual,,,,,,,,
A019120,경윤하이드로,12,2011,Annual,-48.27,-116.62,-85.38,-78.98,"-1,063,585","-125,746","882,719","4,662,677"
A019120,경윤하이드로,12,2012,Annual,,,,,,,,
A019120,경윤하이드로,12,2013,Annual,,,,,,,,
A019120,경윤하이드로,12,2014,Annual,,,,,,,,
A019120,경윤하이드로,12,2015,Annual,,,,,,,,
A019120,경윤하이드로,12,2016,Annual,,,,,,,,
A019120,경윤하이드로,12,2017,Annual,,,,,,,,
A019120,경윤하이드로,12,2018,Annual,,,,,,,,
A019120,경윤하이드로,12,2019,Annual,,,,,,,,
A019120,경윤하이드로,12,2020,Annual,,,,,,,,
A019120,경윤하이드로,12,2021,Annual,,,,,,,,
A019120,경윤하이드로,12,2022,Annual,,,,,,,,
A019260,엔케이바이오,12,2011,Annual,34.55,47.25,33.11,5.80,"1,731,613","-668,647","-48,820","8,118,376"
A019260,엔케이바이오,12,2012,Annual,-390.55,-519.80,"-4,701.29",-88.75,"-989,429","-3,190,807","1,685,500","589,590"
A019260,엔케이바이오,12,2013,Annual,-168.64,-270.94,"-1,105.98",-54.64,"-2,590,405","7,247,319","-5,048,500","618,581"
A019260,엔케이바이오,12,2014,Annual,,,,,,,,
A019260,엔케이바이오,12,2015,Annual,,,,,,,,
A019260,엔케이바이오,12,2016,Annual,,,,,,,,
A019260,엔케이바이오,12,2017,Annual,,,,,,,,
A019260,엔케이바이오,12,2018,Annual,,,,,,,,
A019260,엔케이바이오,12,2019,Annual,,,,,,,,
A019260,엔케이바이오,12,2020,Annual,,,,,,,,
A019260,엔케이바이오,12,2021,Annual,,,,,,,,
A019260,엔케이바이오,12,2022,Annual,,,,,,,,
A019430,넥서스투자,12,2011,Annual,-362.40,"-1,075.85","-1,303.42",-81.87,"-714,560","287,312","407,014","329,164"
A019430,넥서스투자,12,2012,Annual,-157.61,-328.12,-536.14,-157.24,"-497,293","-17,303","526,893","517,574"
A019430,넥서스투자,12,2013,Annual,,,,,,,,
A019430,넥서스투자,12,2014,Annual,,,,,,,,
A019430,넥서스투자,12,2015,Annual,,,,,,,,
A019430,넥서스투자,12,2016,Annual,,,,,,,,
A019430,넥서스투자,12,2017,Annual,,,,,,,,
A019430,넥서스투자,12,2018,Annual,,,,,,,,
A019430,넥서스투자,12,2019,Annual,,,,,,,,
A019430,넥서스투자,12,2020,Annual,,,,,,,,
A019430,넥서스투자,12,2021,Annual,,,,,,,,
A019430,넥서스투자,12,2022,Annual,,,,,,,,
A019560,한국파트너스,3,2011,Annual,211.74,509.74,45.54,20.27,"20,822,486","5,748","7,347,486","54,115,497"
A019560,한국파트너스,3,2012,Annual,28.90,91.68,22.07,2.75,"-22,465,933","-6,468,177","-8,592,168","17,687,429"
A019560,한국파트너스,12,2013,Annual,24.98,38.82,31.98,3.07,"-20,985,893","5,643,939","25,000,000","15,171,441"
A019560,한국파트너스,12,2014,Annual,24.24,30.52,32.30,6.86,"-5,602,132","-441,854","30,000,000","37,801,344"
A019560,한국파트너스,12,2015,Annual,69.26,88.96,63.20,23.19,"18,308,650","-299,425",0,"77,418,058"
A019560,한국파트너스,12,2016,Annual,37.25,45.60,47.65,12.05,"-25,056,008","36,218","-9,111,842","57,424,346"
A019560,한국파트너스,12,2017,Annual,-2.84,-3.10,-7.31,-1.31,"-42,742,998","-614,970","54,924,617","39,198,919"
A019560,한국파트너스,12,2018,Annual,10.82,11.93,23.67,7.04,"-23,899,229","-13,258,274","34,447,935","69,294,814"
A019560,한국파트너스,12,2019,Annual,6.33,7.10,23.24,4.42,"-20,661,582","-1,295,157","29,925,021","49,664,569"
A019560,한국파트너스,12,2020,Annual,18.14,21.65,39.68,11.64,"21,570,096","337,676","-15,000,000","88,666,969"
A019560,한국파트너스,12,2021,Annual,32.51,40.61,52.81,17.36,"33,160,045","-7,621,109","-51,000,002","109,579,993"
A019560,한국파트너스,12,2022,Annual,-8.09,-9.08,-35.93,-5.50,"-35,352,855","14,915,990","21,783,591","44,203,972"
A019640,희훈디앤지,12,2011,Annual,-13.39,,-527.36,완전잠식,"-1,510,344","-1,059,689","-83,000","1,494,761"
A019640,희훈디앤지,12,2012,Annual,,,,,,,,
A019640,희훈디앤지,12,2013,Annual,,,,,,,,
A019640,희훈디앤지,12,2014,Annual,,,,,,,,
A019640,희훈디앤지,12,2015,Annual,,,,,,,,
A019640,희훈디앤지,12,2016,Annual,,,,,,,,
A019640,희훈디앤지,12,2017,Annual,,,,,,,,
A019640,희훈디앤지,12,2018,Annual,,,,,,,,
A019640,희훈디앤지,12,2019,Annual,,,,,,,,
A019640,희훈디앤지,12,2020,Annual,,,,,,,,
A019640,희훈디앤지,12,2021,Annual,,,,,,,,
A019640,희훈디앤지,12,2022,Annual,,,,,,,,
A020070,에버리소스,12,2011,Annual,,,,,,,,
A020070,에버리소스,12,2012,Annual,,,,,,,,
A020070,에버리소스,12,2013,Annual,,,,,,,,
A020070,에버리소스,12,2014,Annual,,,,,,,,
A020070,에버리소스,12,2015,Annual,,,,,,,,
A020070,에버리소스,12,2016,Annual,,,,,,,,
A020070,에버리소스,12,2017,Annual,,,,,,,,
A020070,에버리소스,12,2018,Annual,,,,,,,,
A020070,에버리소스,12,2019,Annual,,,,,,,,
A020070,에버리소스,12,2020,Annual,,,,,,,,
A020070,에버리소스,12,2021,Annual,,,,,,,,
A020070,에버리소스,12,2022,Annual,,,,,,,,
A020490,아이씨켐,12,2011,Annual,,,,,,,,
A020490,아이씨켐,12,2012,Annual,,,,,,,,
A020490,아이씨켐,12,2013,Annual,,,,,,,,
A020490,아이씨켐,12,2014,Annual,,,,,,,,
A020490,아이씨켐,12,2015,Annual,,,,,,,,
A020490,아이씨켐,12,2016,Annual,,,,,,,,
A020490,아이씨켐,12,2017,Annual,,,,,,,,
A020490,아이씨켐,12,2018,Annual,,,,,,,,
A020490,아이씨켐,12,2019,Annual,,,,,,,,
A020490,아이씨켐,12,2020,Annual,,,,,,,,
A020490,아이씨켐,12,2021,Annual,,,,,,,,
A020490,아이씨켐,12,2022,Annual,,,,,,,,
A020860,리타워텍,12,2011,Annual,,,,,,,,
A020860,리타워텍,12,2012,Annual,,,,,,,,
A020860,리타워텍,12,2013,Annual,,,,,,,,
A020860,리타워텍,12,2014,Annual,,,,,,,,
A020860,리타워텍,12,2015,Annual,,,,,,,,
A020860,리타워텍,12,2016,Annual,,,,,,,,
A020860,리타워텍,12,2017,Annual,,,,,,,,
A020860,리타워텍,12,2018,Annual,,,,,,,,
A020860,리타워텍,12,2019,Annual,,,,,,,,
A020860,리타워텍,12,2020,Annual,,,,,,,,
A020860,리타워텍,12,2021,Annual,,,,,,,,
A020860,리타워텍,12,2022,Annual,,,,,,,,
A021060,한림창투,12,2011,Annual,70.09,109.57,8.34,6.92,"-1,300,597","-170,591","1,481,620","4,278,940"
A021060,한림창투,12,2012,Annual,,,,,,,,
A021060,한림창투,12,2013,Annual,,,,,,,,
A021060,한림창투,12,2014,Annual,,,,,,,,
A021060,한림창투,12,2015,Annual,,,,,,,,
A021060,한림창투,12,2016,Annual,,,,,,,,
A021060,한림창투,12,2017,Annual,,,,,,,,
A021060,한림창투,12,2018,Annual,,,,,,,,
A021060,한림창투,12,2019,Annual,,,,,,,,
A021060,한림창투,12,2020,Annual,,,,,,,,
A021060,한림창투,12,2021,Annual,,,,,,,,
A021060,한림창투,12,2022,Annual,,,,,,,,
A021090,케미그라스,12,2011,Annual,89.06,,19.68,18.27,"9,576,203","2,915,363","-16,062,270","110,517,480"
A021090,케미그라스,12,2012,Annual,139.70,,27.24,28.76,"20,372,567","7,322,637","-28,041,208","131,068,726"
A021090,케미그라스,12,2013,Annual,151.02,,27.45,24.83,"42,142,451","-15,255,757","-21,207,636","118,839,483"
A021090,케미그라스,12,2014,Annual,171.13,,30.00,23.37,"22,104,062","-7,633,856","-19,008,326","112,539,500"
A021090,케미그라스,12,2015,Annual,132.56,,25.45,20.03,"56,635,601","-36,518,181","-20,068,707","124,426,440"
A021090,케미그라스,12,2016,Annual,163.75,,31.10,26.42,"25,523,711","26,284,168","-47,005,949","137,205,033"
A021090,케미그라스,12,2017,Annual,184.84,,26.37,22.11,"25,561,977","-18,753,071","-12,480,123","141,427,300"
A021090,케미그라스,12,2018,Annual,239.40,,29.82,29.24,"62,282,632","28,738,818","-92,488,857","150,752,555"
A021090,케미그라스,12,2019,Annual,N/A(IFRS),N/A(IFRS),25.44,N/A(IFRS),"42,477,359","9,201,815","-47,072,360","162,186,791"
A021090,케미그라스,12,2020,Annual,141.55,"3,409.94",23.52,27.36,"35,854,320","-18,561,588","-21,153,690","151,759,748"
A021090,케미그라스,12,2021,Annual,155.76,"4,062.47",24.42,29.66,"39,230,307","5,183,214","-40,386,734","167,116,721"
A021090,케미그라스,12,2022,Annual,168.69,"5,809.80",29.59,32.83,"46,720,670","-9,479,835","-37,743,984","158,106,346"
A021310,동화은행,12,2011,Annual,,,,,,,,
A021310,동화은행,12,2012,Annual,,,,,,,,
A021310,동화은행,12,2013,Annual,,,,,,,,
A021310,동화은행,12,2014,Annual,,,,,,,,
A021310,동화은행,12,2015,Annual,,,,,,,,
A021310,동화은행,12,2016,Annual,,,,,,,,
A021310,동화은행,12,2017,Annual,,,,,,,,
A021310,동화은행,12,2018,Annual,,,,,,,,
A021310,동화은행,12,2019,Annual,,,,,,,,
A021310,동화은행,12,2020,Annual,,,,,,,,
A021310,동화은행,12,2021,Annual,,,,,,,,
A021310,동화은행,12,2022,Annual,,,,,,,,
A021570,알루코,12,2011,Annual,,,,,,,,
A021570,알루코,12,2012,Annual,,,,,,,,
A021570,알루코,12,2013,Annual,,,,,,,,
A021570,알루코,12,2014,Annual,,,,,,,,
A021570,알루코,12,2015,Annual,,,,,,,,
A021570,알루코,12,2016,Annual,,,,,,,,
A021570,알루코,12,2017,Annual,,,,,,,,
A021570,알루코,12,2018,Annual,,,,,,,,
A021570,알루코,12,2019,Annual,,,,,,,,
A021570,알루코,12,2020,Annual,,,,,,,,
A021570,알루코,12,2021,Annual,,,,,,,,
A021570,알루코,12,2022,Annual,,,,,,,,
A021600,대동은행,12,2011,Annual,,,,,,,,
A021600,대동은행,12,2012,Annual,,,,,,,,
A021600,대동은행,12,2013,Annual,,,,,,,,
A021600,대동은행,12,2014,Annual,,,,,,,,
A021600,대동은행,12,2015,Annual,,,,,,,,
A021600,대동은행,12,2016,Annual,,,,,,,,
A021600,대동은행,12,2017,Annual,,,,,,,,
A021600,대동은행,12,2018,Annual,,,,,,,,
A021600,대동은행,12,2019,Annual,,,,,,,,
A021600,대동은행,12,2020,Annual,,,,,,,,
A021600,대동은행,12,2021,Annual,,,,,,,,
A021600,대동은행,12,2022,Annual,,,,,,,,
A021610,동남은행,12,2011,Annual,,,,,,,,
A021610,동남은행,12,2012,Annual,,,,,,,,
A021610,동남은행,12,2013,Annual,,,,,,,,
A021610,동남은행,12,2014,Annual,,,,,,,,
A021610,동남은행,12,2015,Annual,,,,,,,,
A021610,동남은행,12,2016,Annual,,,,,,,,
A021610,동남은행,12,2017,Annual,,,,,,,,
A021610,동남은행,12,2018,Annual,,,,,,,,
A021610,동남은행,12,2019,Annual,,,,,,,,
A021610,동남은행,12,2020,Annual,,,,,,,,
A021610,동남은행,12,2021,Annual,,,,,,,,
A021610,동남은행,12,2022,Annual,,,,,,,,
A021740,세화기술투자,12,2011,Annual,,,,,,,,
A021740,세화기술투자,12,2012,Annual,,,,,,,,
A021740,세화기술투자,12,2013,Annual,,,,,,,,
A021740,세화기술투자,12,2014,Annual,,,,,,,,
A021740,세화기술투자,12,2015,Annual,,,,,,,,
A021740,세화기술투자,12,2016,Annual,,,,,,,,
A021740,세화기술투자,12,2017,Annual,,,,,,,,
A021740,세화기술투자,12,2018,Annual,,,,,,,,
A021740,세화기술투자,12,2019,Annual,,,,,,,,
A021740,세화기술투자,12,2020,Annual,,,,,,,,
A021740,세화기술투자,12,2021,Annual,,,,,,,,
A021740,세화기술투자,12,2022,Annual,,,,,,,,
A022510,동호전기,12,2011,Annual,,,,,,,,
A022510,동호전기,12,2012,Annual,,,,,,,,
A022510,동호전기,12,2013,Annual,,,,,,,,
A022510,동호전기,12,2014,Annual,,,,,,,,
A022510,동호전기,12,2015,Annual,,,,,,,,
A022510,동호전기,12,2016,Annual,,,,,,,,
A022510,동호전기,12,2017,Annual,,,,,,,,
A022510,동호전기,12,2018,Annual,,,,,,,,
A022510,동호전기,12,2019,Annual,,,,,,,,
A022510,동호전기,12,2020,Annual,,,,,,,,
A022510,동호전기,12,2021,Annual,,,,,,,,
A022510,동호전기,12,2022,Annual,,,,,,,,
A022610,한일,12,2011,Annual,,,,,,,,
A022610,한일,12,2012,Annual,,,,,,,,
A022610,한일,12,2013,Annual,,,,,,,,
A022610,한일,12,2014,Annual,,,,,,,,
A022610,한일,12,2015,Annual,,,,,,,,
A022610,한일,12,2016,Annual,,,,,,,,
A022610,한일,12,2017,Annual,,,,,,,,
A022610,한일,12,2018,Annual,,,,,,,,
A022610,한일,12,2019,Annual,,,,,,,,
A022610,한일,12,2020,Annual,,,,,,,,
A022610,한일,12,2021,Annual,,,,,,,,
A022610,한일,12,2022,Annual,,,,,,,,
A022770,금강정공,12,2011,Annual,,,,,,,,
A022770,금강정공,12,2012,Annual,,,,,,,,
A022770,금강정공,12,2013,Annual,,,,,,,,
A022770,금강정공,12,2014,Annual,,,,,,,,
A022770,금강정공,12,2015,Annual,,,,,,,,
A022770,금강정공,12,2016,Annual,,,,,,,,
A022770,금강정공,12,2017,Annual,,,,,,,,
A022770,금강정공,12,2018,Annual,,,,,,,,
A022770,금강정공,12,2019,Annual,,,,,,,,
A022770,금강정공,12,2020,Annual,,,,,,,,
A022770,금강정공,12,2021,Annual,,,,,,,,
A022770,금강정공,12,2022,Annual,,,,,,,,
A022870,평화은행,12,2011,Annual,,,,,,,,
A022870,평화은행,12,2012,Annual,,,,,,,,
A022870,평화은행,12,2013,Annual,,,,,,,,
A022870,평화은행,12,2014,Annual,,,,,,,,
A022870,평화은행,12,2015,Annual,,,,,,,,
A022870,평화은행,12,2016,Annual,,,,,,,,
A022870,평화은행,12,2017,Annual,,,,,,,,
A022870,평화은행,12,2018,Annual,,,,,,,,
A022870,평화은행,12,2019,Annual,,,,,,,,
A022870,평화은행,12,2020,Annual,,,,,,,,
A022870,평화은행,12,2021,Annual,,,,,,,,
A022870,평화은행,12,2022,Annual,,,,,,,,
A023020,동양매직,12,2011,Annual,,,,,,,,
A023020,동양매직,12,2012,Annual,,,,,,,,
A023020,동양매직,12,2013,Annual,,,,,,,,
A023020,동양매직,12,2014,Annual,,,,,,,,
A023020,동양매직,12,2015,Annual,,,,,,,,
A023020,동양매직,12,2016,Annual,,,,,,,,
A023020,동양매직,12,2017,Annual,,,,,,,,
A023020,동양매직,12,2018,Annual,,,,,,,,
A023020,동양매직,12,2019,Annual,,,,,,,,
A023020,동양매직,12,2020,Annual,,,,,,,,
A023020,동양매직,12,2021,Annual,,,,,,,,
A023020,동양매직,12,2022,Annual,,,,,,,,
A023420,유진종합개발,12,2011,Annual,,,,,,,,
A023420,유진종합개발,12,2012,Annual,,,,,,,,
A023420,유진종합개발,12,2013,Annual,,,,,,,,
A023420,유진종합개발,12,2014,Annual,,,,,,,,
A023420,유진종합개발,12,2015,Annual,,,,,,,,
A023420,유진종합개발,12,2016,Annual,,,,,,,,
A023420,유진종합개발,12,2017,Annual,,,,,,,,
A023420,유진종합개발,12,2018,Annual,,,,,,,,
A023420,유진종합개발,12,2019,Annual,,,,,,,,
A023420,유진종합개발,12,2020,Annual,,,,,,,,
A023420,유진종합개발,12,2021,Annual,,,,,,,,
A023420,유진종합개발,12,2022,Annual,,,,,,,,
A023430,아이이,12,2011,Annual,-62.31,,-25.79,-8.53,"1,819,938","1,821,221",0,"6,140,604"
A023430,아이이,12,2012,Annual,-179.00,-218.62,-312.79,-103.04,"-2,734,976","-51,991,603","48,194,595","6,859,090"
A023430,아이이,12,2013,Annual,-17.53,-28.07,-25.89,-9.03,"-360,952","126,672","-94,000","11,366,616"
A023430,아이이,12,2014,Annual,-4.41,-43.34,-2.63,-2.54,"2,387,448","-4,776,966","2,000,000","40,108,293"
A023430,아이이,12,2015,Annual,-60.20,-448.51,-97.79,-24.76,"-102,299","-18,424,053","18,576,704","12,513,814"
A023430,아이이,12,2016,Annual,"-1,027.44","-2,063.65","-1,480.96",-428.19,"5,718,314","-107,579,862","103,555,765","9,543,343"
A023430,아이이,12,2017,Annual,-37.83,-60.16,-68.70,-95.87,"-3,068,907","-3,605,810","4,580,213","10,426,731"
A023430,아이이,12,2018,Annual,,,,,,,,
A023430,아이이,12,2019,Annual,,,,,,,,
A023430,아이이,12,2020,Annual,,,,,,,,
A023430,아이이,12,2021,Annual,,,,,,,,
A023430,아이이,12,2022,Annual,,,,,,,,
A023670,알이엔,12,2011,Annual,,,,,,,,
A023670,알이엔,12,2012,Annual,,,,,,,,
A023670,알이엔,12,2013,Annual,,,,,,,,
A023670,알이엔,12,2014,Annual,,,,,,,,
A023670,알이엔,12,2015,Annual,,,,,,,,
A023670,알이엔,12,2016,Annual,,,,,,,,
A023670,알이엔,12,2017,Annual,,,,,,,,
A023670,알이엔,12,2018,Annual,,,,,,,,
A023670,알이엔,12,2019,Annual,,,,,,,,
A023670,알이엔,12,2020,Annual,,,,,,,,
A023670,알이엔,12,2021,Annual,,,,,,,,
A023670,알이엔,12,2022,Annual,,,,,,,,
A023890,한국아트라스비엑스,12,2011,Annual,75.14,299.00,12.50,24.73,"44,654,637","-29,655,265","-5,137,476","463,204,322"
A023890,한국아트라스비엑스,12,2012,Annual,79.37,313.29,13.26,22.07,"80,353,046","-68,996,631","-12,138,315","461,760,639"
A023890,한국아트라스비엑스,12,2013,Annual,69.45,234.09,12.93,18.83,"50,551,713","-73,538,183","6,062,070","472,780,217"
A023890,한국아트라스비엑스,12,2014,Annual,67.81,228.20,12.98,16.30,"39,886,894","-81,090,154","-17,998,619","465,161,595"
A023890,한국아트라스비엑스,12,2015,Annual,78.89,266.10,13.35,17.36,"66,797,339","-9,218,682","6,468,913","542,112,933"
A023890,한국아트라스비엑스,12,2016,Annual,60.48,204.58,11.68,19.56,"58,854,462","173,115,533","-278,699,625","554,361,989"
A023890,한국아트라스비엑스,12,2017,Annual,46.22,147.59,9.32,24.26,"68,993,714","-24,116,954","20,731,293","629,506,608"
A023890,한국아트라스비엑스,12,2018,Annual,43.20,103.26,10.27,23.33,"22,855,224","-66,816,665","30,495,382","657,402,850"
A023890,한국아트라스비엑스,12,2019,Annual,49.23,103.49,10.82,20.33,"47,217,714","-86,198,478","-29,193,303","640,849,538"
A023890,한국아트라스비엑스,12,2020,Annual,46.74,87.75,10.57,17.13,"86,914,683","-53,082,418","37,703,235","636,001,406"
A023890,한국아트라스비엑스,12,2021,Annual,,,,,,,,
A023890,한국아트라스비엑스,12,2022,Annual,,,,,,,,
A024080,카리스소프트,12,2011,Annual,-5.62,-6.16,-53.88,-8.44,963,"53,844","-56,903","475,737"
A024080,카리스소프트,12,2012,Annual,-27.16,-31.97,-347.73,-36.67,"144,476","2,700,000","-2,965,620","246,826"
A024080,카리스소프트,12,2013,Annual,-2.96,-4.76,-66.49,-2.83,"52,223","80,000","-143,320","77,800"
A024080,카리스소프트,12,2014,Annual,-4.32,-9.33,-96.14,-4.09,"300,810",0,"-307,164","74,754"
A024080,카리스소프트,12,2015,Annual,-3.49,-9.23,-40.11,-3.23,"26,088","13,093","-60,000","135,761"
A024080,카리스소프트,12,2016,Annual,-2.94,-16.16,-150.81,-2.76,"38,839",0,0,"30,000"
A024080,카리스소프트,12,2017,Annual,-2.54,,-65.67,-2.44,"15,182",0,0,"60,000"
A024080,카리스소프트,12,2018,Annual,0.53,,12.98,0.51,"-12,139",0,"-1,481","63,000"
A024080,카리스소프트,12,2019,Annual,,,,,,,,
A024080,카리스소프트,12,2020,Annual,,,,,,,,
A024080,카리스소프트,12,2021,Annual,,,,,,,,
A024080,카리스소프트,12,2022,Annual,,,,,,,,
A024660,하림홀딩스,12,2011,Annual,0.57,19.24,24.28,0.32,"1,440,733","-2,813,300","-1,678,608","2,774,484"
A024660,하림홀딩스,12,2012,Annual,-61.30,-85.38,"-2,136.21",-8.75,"-9,972,834","26,366,300","-5,106,573","690,438"
A024660,하림홀딩스,12,2013,Annual,38.97,43.47,74.94,4.35,"6,493,358","-39,349,584","-19,482,867","12,920,789"
A024660,하림홀딩스,12,2014,Annual,-25.77,-26.93,-34.65,-2.04,"12,098,260","15,922,312",0,"13,210,545"
A024660,하림홀딩스,12,2015,Annual,19.00,19.96,47.82,1.07,"2,601,277","19,610,322","-10,000,000","5,007,842"
A024660,하림홀딩스,12,2016,Annual,5.10,5.46,10.10,0.17,"989,173","-33,363,006",0,"3,785,184"
A024660,하림홀딩스,12,2017,Annual,99.24,104.48,106.76,3.26,"2,736,979","-4,478,091","-4,296,531","6,850,706"
A024660,하림홀딩스,12,2018,Annual,,,,,,,,
A024660,하림홀딩스,12,2019,Annual,,,,,,,,
A024660,하림홀딩스,12,2020,Annual,,,,,,,,
A024660,하림홀딩스,12,2021,Annual,,,,,,,,
A024660,하림홀딩스,12,2022,Annual,,,,,,,,
A025150,삼주건설,12,2011,Annual,,,,,,,,
A025150,삼주건설,12,2012,Annual,,,,,,,,
A025150,삼주건설,12,2013,Annual,,,,,,,,
A025150,삼주건설,12,2014,Annual,,,,,,,,
A025150,삼주건설,12,2015,Annual,,,,,,,,
A025150,삼주건설,12,2016,Annual,,,,,,,,
A025150,삼주건설,12,2017,Annual,,,,,,,,
A025150,삼주건설,12,2018,Annual,,,,,,,,
A025150,삼주건설,12,2019,Annual,,,,,,,,
A025150,삼주건설,12,2020,Annual,,,,,,,,
A025150,삼주건설,12,2021,Annual,,,,,,,,
A025150,삼주건설,12,2022,Annual,,,,,,,,
A025270,부산방직,3,2011,Annual,2.73,3.46,2.12,3.55,"7,658,030","-796,045","-8,465,732","44,191,364"
